AircraftType,V2,TakeoffDistance,WTC,RECATEU,MTOW,ROC_to_5000,IAS_to_5000,ROC_to_FL150,IAS_to_FL150,ROC_to_FL240,IAS_to_FL240,ROC_to_MACH,IAS_to_MCAH,TAS_Cruise,MACH_Cruise,Ceiling_Cruise,Range_Cruise,IAS_to_FL240_Dec,ROD_to_FL240,IAS_to_FL100_Dec,ROD_to_FL100,IAS_Approach,MCS_Approach,ROD_Approach,Vat,APC,LandingDistance,AircraftSubTypeList,Accomodation,Note,AlternativeName,Wingspan,Length,Height,PowerPlant,Pax,ADG,TaxiingSpeedMax,TaxiingSpeedNorm,setAccelerationOnRunwayMax,setDecelerationOnRunwayMax,AccelerationOnGroundMax,DecelerationOnGroundMax
F104,,,M,Light,14060,48000,270,20577.76,350,18005.54,350,12861.1,1,1100,1.028888,FL500,365,1.8,35000,360,7716.66,195,113.17768,1543.332,92.59992,E,,F104,Only pilot (two in TF-104).,Multi role fighter. In service since 1958.  Very famous old supersonic fighter design. used in many Air Forces as fighter. fighterbomber and reconnaissance aircraft. Approx. The aircraft remained in service with the Italian Air Force until 2004.,F-104 Starfighter<br />FIAT F-104.RF-104 Starfighter,7,16.7,4.1,1 x 52.8 kN GE J79-GE19 dry or 1 x 79.6 kN GE J79-GE19 with afterburner turbojet.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F117,165,1000,M,Lower,23800,10000,195,5144.44,300,5144.44,300,5144.44,0.76,455,0.4372774,FL400,1000,0.8,5000,350,2572.22,250,NaN,771.666,92.59992,E,1100,F117,One pilot.,Low observable precision strike fighter. In service since 1982.  Current version F-117A used by 37th Fighter Wing. The aircraft will only sporadically be painted by primary radar. and has an retractable SSR antenna for civil airspace use!,LOCKHEED F-117 Nighthawk,13.3,20.3,3.8,2 x 48.0 kN GE F404-GE-F1D2 non augmented turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F14,140,500,M,Lower,33795,40000,170,10288.88,300,5144.44,300,2572.22,0.72,500,0.4372774,FL500,1800,0.85,10000,350,5144.44,250,NaN,771.666,64.3055,C,900,F14,Flightcrew of two in tandem position. 1 Pilot and 1 radar intercept officer,Carrier borne air defence/ air superiority fighter. In service since 1972 (F-14B since 1988).  Developed in many versions with different engines. Re-engined version F-14A and re-designated to F-14B. The F-14 has in the late 90s been modified into being able to peform bombing and recce missions. Further version F-14D Super Tomcat with digital avionics dropped due to reduced budget. The F14 is well known. after the 1986 movie TopGun. starring Tom Cruise as Maverick.,GRUMMAN F-14 Tomcat,19.5,19.1,4.9,A: 2 x 93.0 kN P&amp;W TF30-P-412 or 2 x 93.0 kN P&amp;W TF30-P-414A afterburning turbofans. D: 2 x 63.3 kN GE  F110-GE-400 (with afterburner 2 x 102.8 kN) turbofans.,0,B,15.4332,7.71666,3,,1.028888,1.028888
F15,145,300,M,Lower,36740,50000,175,15433.32,300,10288.88,300,5144.44,0.8,500,0.44242184,FL500,2400,0.85,20000,350,5144.44,250,72.02216,771.666,64.3055,C,500,F15,One (A/C) or two (B/D/E) pilots in tandem position.,Air superiority fighter (F-15A/C) in service since 1976. long range strike fighter (F-15E ) in service since 1987.  Fighter development to replace the F-4. changed to the improved F-15C/D in 1979.  F-15J licence production by Mitsubishi. Japan. McDonnell Douglas F-15 production ceased in 1992. F-15E special long range fighter development by Boeing to replace the F-111(F-15I for Israel and F-15S for Saudi Arabia). F-15E: MTOW 36740 kg. Max Mach 2.50,,13,19.4,5.6,C: 2 x 65.3 kN P&amp;W F100-PW-200 (2 x 107.7 kN with afterburner) turbofans. E: 2 x 79.2 kN P&amp;W F100-PW-229 (2 x 129.4 kN  with afterburner) turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F16,145,1000,M,Light,14970,55000,175,20577.76,300,15433.32,300,5144.44,0.8,480,0.44242184,FL500,2000,0.85,10000,350,5144.44,250,NaN,771.666,77.1666,D,800,F16,One or two pilots in tandem position.,Multi role fighter. In service since 1978 (F-16C since 1984).  First fighter to use fly-by-wire and relaxed stability. Developed in many versions: Initial series F-16A (single seat) and F-16B (two seats). Improved series F-16C/D  with wing tip and re-winged stretched development F-16XL (ICAO designator: F16X). Used by almost all smaller country NATO Air Forces as well as USAF. F-16C/D: MTOW 19190 kg. F-16XL: Wing span 10.43 m  Length 16.51 m MTOW 21770 kg. Max Mach 2.50,GENERAL DYNAMICS TF-16 Fighting Falcon<br />LOCKHEED F-16 Fighting Falcon,10,15,5.1,A/XL: 1 x 65.3 kN P&amp;W F100-PW-100 (1 x 106.0 kN with afterburner) turbofan. C/XL: 1 x 122.8 kN GE F110-GE-100 afterburning turbofan.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F18,145,450,M,Lower,25400,30000,175,15433.32,300,15433.32,300,15433.32,0.8,495,0.44242184,FL500,1700,,10000,350,5144.44,250,NaN,771.666,64.3055,C,400,F18,One or two pilots in tandem position.,Multi role fighter. In service since 1979 (F/A-18C since 1986. F/A-18E since 1996).  Combined development of F-18 fighter and A-18 ground attack aircraft. FA-18A/C single seat. FA-18B/D tandem seat versions. FA-18C/D improved development with new avionics and central computer (first flight in 1986). New development (about 25% larger) FA-18E/F Super Hornet. EF-18 reconnaissance version to replace the EA-6B Prowler. Used extensively by many european Air Forces and the US Navy. FA-18E/F: Wing span 13.62 m Length 18.31 m MTOW 29950 kg. Max Mach 1.80,C-15,12.3,17.1,4.7,C: 2 x 71.2 kN GE F404-GE-400 or 2 x 78.7 kN GE F404-GE-402 afterburning turbofans. E: 2 x 98.0 kN GE F414-GE-400 afterburning turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F2,,1200,M,Lower,22100,40000,180,15433.32,300,12861.1,300,4115.552,0.85,475,0.43213296,FL590,520,0.84,12000,340,5144.44,230,102.8888,823.1104,79.73882,D,850,F2,1 pilot. &#13;&#10;F-2B accomodates 2. as this version is used as a trainer.,The Mitsubishi F2 is a joint development and production between Japanese Mitsubishi Heavy Industries and American Lockheed Martin Aeronautics Company. plus several other Japanese and American companies.&#13;&#10;The F2 is developed on the basis of the F16 Fighting Falcon. however the F2 is slightly larger. Larger fueltanks. larger wingarea. larger tail and has 2 more weapon stations. Also like some versions of the F16. it is equipped with a drogue parachute. to provide additional braking on landing.,,11.1,15.5,4.7,1 x General Electric F111-GE-129 turbofan giving 17000lbs thrust and 29000lbs of thrust with afterburner. ,0,A,15.4332,7.71666,3,,1.028888,1.028888
F26T,80,500,L,Light,1300,1500,110,771.666,140,NaN,140,NaN,,180,NaN,FL240,500,,,180,771.666,180,NaN,771.666,38.5833,A,450,F26T,Two pilots side by side. optional one seat behind.,Trainer and light attack aircraft. In service since 1980 (civil since 1993).  SIAI-Marchettis turbo-prop version of piston engine powered military trainer SF-260 A to F Warrior (ICAO Designator: F260). Primary used by Dubai. Ethiopia. Philippines. Sri Lanka . Zimbabwe Air Forces and several South American Air Forces..  AERMACCHI acquired SIAI-Marchetti in January 1997.,Layang<br />PADC SF-260TP,8.4,7.1,2.4,1 x 350 SHP Allison 250-B17D turbo-prop with 3 blade propeller.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F27,100,700,M,Lower,20410,1000,130,514.444,200,411.5552,200,NaN,,240,NaN,FL250,1500,,,240,771.666,240,77.1666,771.666,61.73328,B,600,FK7/F27,Flightcrew of two and typical 44 passengers (52 in F-27-500).,Short range turboprop airliner. In service since 1958.  Turboprop airliner development in different versions: F-27-200 with more powerful engines. F-27-300/500 stretched fuselage. F-27-600 quick change freighter/airliner. F-27 Troopship utility tactical transport and F-27 Maritime patrol aircraft. FH-227 stretched development by FAIRCHILD. USA. Production ceased in 1986. F-27-500/FH-227: Length 25.5 m height: 8.41 m MTOW 20640 kg.,Firefighter<br />FOKKER C-31.D-2,29,23.1,8.5,2 x 2.140 SHP R-R Dart Mk 532-7R or 2 x 2.320 SHP R-R Dart Mk 536-7R or 2 x 2.300 SHP R-R Dart Mk 532-7L turboprops with 4 blade propellers. Maritime: 2 x 2.370 SHP R-R Dart Mk 536-76 or 2 x 2.500 SHP P&amp;W PW125B or 2 x 2.750 SHP P&amp;W PW127B  turboprops ,44,C,15.4332,7.71666,3,,1.028888,1.028888
F28,135,1700,M,Lower,33110,2000,165,771.666,250,771.666,250,257.222,0.6,390,0.3601108,FL350,1600,0.68,800,250,1800.554,250,102.8888,771.666,64.3055,C,1000,F21/F22/F23/F24/F28,Flightcrew of two and typical 65 passengers. up to 85 in high density configuration.,Short range regional airliner. In service since 1969.  Developed to complete the F-27 Friendship turboprop airliner with a higher performance and larger capacity. A family of aircraft with versions F-28-1000/2000/3000/4000/6000 with different performance regarding approach category and weight data. Also used in military service as VIP and government transport.  F-28-4000: length 29.61 m.,Fellowship,27.07,27.4,8.5,3000/4000: 2 x 44 kN RR RB 183-2 Spey-Mk555-15 P turbofans.,65,C,15.4332,7.71666,3,,1.028888,1.028888
F2TH,120,1600,M,Lower,16240,3000,150,1028.888,260,1028.888,260,771.666,0.76,470,0.42184408,FL470,3000,0.72,1000,290,2057.776,250,92.59992,771.666,56.58884,B,1600,F2TH,Flightcrew of two and typical 9 passengers. up to 19 in high density configuration.,Long range. large size corporate jet. In service since 1995.  Twin engine development of long range Falcon 900. Shares the 900s wings and fuselage with modern twin jet design.,,19.3,20.2,7.1,2 x 26.7 kN GE  CFE738-1-1B turbofans.,9,B,15.4332,7.71666,3,,1.028888,1.028888
F4,150,1500,M,Lower,28000,4000,180,3601.108,300,2572.22,300,1543.332,0.8,480,0.44242184,FL590,1200,0.85,10000,350,5144.44,250,NaN,771.666,90.0277,E,915,F4,Flightcrew of two in tandem position.,Multi role fighter/tactical reconnaissance aircraft. In service since 1965 (F-4E since 1966. RF-4C since 1964).  Developed in many versions. used by German. Greek. Spanish. Turkish and Middle East Air Forces. Licence production F-4EJ by Mitsubishi. Japan. RF-4 reconnaissance version. F-4G Weasel. special version to identify and destroy enemy radar. Phantom 2000 programme: IAI. Israel upgrades F-4E as F-4 Kurnass for Israeli Air Force and F-4-2020 Terminator for Turkish Air Force. Max Mach 2.17,MCDONNELL DOUGLAS Phantom 2/2000,11.7,17.8,5.1,2 x 77. kN GE J 79-GE-8 with afterburner or 2 x 93 kN RR Spey 202 with afterburner turbofans. F-4C: 2 x 48.5 kN GE J79-GE-15 (2 x 75.6 kN with afterburner) turbofans. F-4E: 2 x 52.4 kN GE J79-GE-17A (2 x 79.6 kN with afterburner) turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F406,100,700,L,Light,4200,2000,130,771.666,200,514.444,200,NaN,,240,NaN,FL300,1000,,,240,617.3328,180,NaN,257.222,48.87218,B,650,F406,One or two pilots and 8 passengers in main cabin.,Executive transport aircraft. In service since 1984.  Hybrid development of CESSNA 404 Titan (unpressurized fuselage) and CESSNA 441 Conquest 2 (wings). Caravan 2 is  the only CESSNA turbo-prop twin aircraft currently in production by REIMS. France.,CESSNA F406 Caravan 2<br />F406 Caravan 2,15.1,11.9,4,2 x 500 SHP P&amp;W PT6A-112  turboprops with 3 blade propellers.,8,B,15.4332,7.71666,3,,1.028888,1.028888
F5,155,1800,M,Light,11187,34000,185,12861.1,300,10288.88,300,5144.44,0.76,480,0.44242184,FL510,1300,0.78,10000,350,5144.44,250,NaN,771.666,87.45548,E,800,F5,One (in F5A/E) or two pilots (in F5B/F) in tandem position.,Light weight multi role fighter. In service since 1969 (F-5E/F since 1972).  Built in several versions: F-5A (single seat) and F-5B (two seats) initial version. CF-5A and CF-5D for Canadian Air Force. NF-5A/B for Royal Netherlands Air Force. SF-5 licence production by CASA in Spain and RF-5A reconnaissance derived. Improved development F-5E/F and RF-5E Tiger 2 with more powerful engines. wing tips and modern avionics.In service with Norwegian. Spanish. Greek and Turkish Air Forces as well as Middle East. Far East. African and Soth American Air Forces. Still serves as aggressor aircraft with US Navy and Marines.&#13;&#10;Max Speed : 917kts (Mach 1.6),F-5 Chung-Cheng,8.1,14.5,4.1,A/B: 2 x 12.33 kN GE J85-GE-13 (with afterburner 2 x 18.5 kN) turbojets. E/F: 2 x 15.5 kN GE J85-GE-21B (with afterburner 2 x 22.4 kN) turbojets.,0,A,15.4332,7.71666,3,,1.028888,1.028888
F50,120,1100,M,Lower,20820,1500,130,514.444,210,514.444,210,NaN,,240,NaN,FL250,1900,,,220,771.666,220,87.45548,771.666,61.73328,B,1100,F50,Flightcrew of two and typical 50 passengers. up to 58 in high density configuration.,Turboprop regional airliner. In service since 1987.  New 50 seat turboprop regional airliner. based on the FOKKER F27 -500 airframe. similar developed with the 100 seat jet version FOKKER 100. Some series were produced. Maritime Enforcer 2. maritime reconnaissance version (first flight 2. Nov. 1995). Production ceased in 1997.,Maritime Enforcer,29,25.2,8.3,100: 2 x 2.500 SHP P&amp;W PW125B turboprops with 6 blade Dowty Rotol propellers. 300: 2 x 2.750 SHP P&amp;W PW 127B turboprops with 6 blade Dowty Rotol propellers.,50,C,15.4332,7.71666,3,,1.028888,1.028888
F70,125,1300,M,Lower,36740,3000,155,1028.888,250,771.666,250,514.444,0.6,430,0.37554412,FL350,1100,0.68,800,250,1800.554,230,102.8888,771.666,66.363276,B,1200,F70,Flightcrew of two and 79 passengers in single class configuration.,Short range regional airliner. In service since 1994.  Shortened development of the 100 seat class FOKKER 100 as replacement of the FOKKER F28. FOKKER 70A optimised for US carriers. 70ER extra fuel tanks for extended range operation. Also used in military service as VIP and government transport. Production ceased in 1997.,,29.1,30.9,8.5,2 x 61.6 kN Rolls-Royce TAY Mk 620 turbofans.,79,C,15.4332,7.71666,3,,1.028888,1.028888
F900,125,1500,M,Lower,21200,3000,155,1286.11,290,1286.11,290,771.666,0.72,510,0.4372774,FL510,4500,0.72,1000,290,2057.776,250,92.59992,771.666,56.58884,B,700,F900,Flightcrew of two and 8 passengers in executive club-. up to 18 in high density configuration.,Large size transcontinental corporate jet. In service since 1986 (900EX since 1996).  Substantially revised development of Falcon 50 with new larger and longer fuselage. Falcon 900B with more powerful engines and increased range. Falcon 900EX ultra long range development. New version Falcon 900C. Combines the airframe and avionics of the Falcon 900B with 900EX engines. First customer deliveries beginning in 2000. The Falcon 900C is in parallel production with the 900EX.,,19.3,20.2,7.6,3 x 20 kN Garrett TFE731-5AR-1C or 3 x 21.1 kN Alliend Signal TFE731-5BR turbofans.,8,B,15.4332,7.71666,3,,1.028888,1.028888
FA10,165,930,M,Light,8500,2300,240,925.9992,280,771.666,280,565.8884,0.82,490,0.42698852,FL420,1900,0.82,1600,250,771.666,200,92.59992,565.8884,56.58884,B,630,DFL/DF2,Flighcrew of two and between 4- 8 passengers.,Light corporate jet. In service since 1973 (100 since 1986).  Short version of Falcon/Mystère 20. Second member of DASAULTs Falcon family. mainly operated by French military. The improved Falcon/Mystère 100 replaced the Falcon/Mystère 10 in 1986. Production ceased in 1989.  ,,13.08,13.86,4.61,2 x 14.65 kN Garrett TFE731-2 turbofans.,8,A,15.4332,7.71666,3,,1.028888,1.028888
FA20,120,1600,M,Light,13160,3000,150,1028.888,270,771.666,270,771.666,0.7,420,0.39097744,FL420,2300,0.7,1000,250,1543.332,220,82.31104,771.666,56.58884,B,1100,FA20,Flightcrew of two and typical 8 passengers,Medium range corporate jet. In service since 1965 (200 since 1981).  Initial model of Falcon/Mystere family. Replaced by Falcon/Mystere 200. improved development with more powerful engines.improved range and improved fuel consumption. In production until 1988. Production of Falcon/Mystere 20 ceased in 1983. Used in some military versions as VIP transport. ECM trainer and maritime patrol (U.S. Coast Guard type HU-25 Guardian).   Falcon/Mystere 200: MTOW 14500 kg.,DASSAULT-BREGUET MystŠre 20/200<br />Falcon 20/200,16.3,17.2,5.3,20: 2 x 19.6 kN GE CF700-2D-2 turbofans. 200: 2 x 23.13 kN Garrett ATF3-6A-4C turbofans.,8,B,15.4332,7.71666,3,,1.028888,1.028888
FA50,120,1400,M,Lower,18500,3000,150,1028.888,290,1028.888,290,771.666,0.72,480,0.42184408,FL490,3500,0.8,1000,290,1543.332,250,92.59992,771.666,66.87772,C,1100,DF3,Flightcrew of two and typical 8 to 12 passengers.,Long range. mid-size corporate jet. In service since 1979 (50EX since 1997).  Tri jet long range upgrade of twin jet Falcon/Mystere 20/200. Improved turbofan engined development Falcon 50EX (first flight 10. Apr. 1996). Also used by military and government as VIP transport aircraft.,Falcon 50,18.86,18.52,6.97,3 x 16.8 kN Garrett TFE731-3 turbofans. EX:  3 x 16.5 kN Garrett TFE731-40 turbofans.,12,B,15.4332,7.71666,3,,1.028888,1.028888
FA7X,115,123,M,Lower,31298,3500,160,1440.4432,280,1286.11,280,1286.11,0.85,580,0.4629996,FL510,5950,0.9,1000,240,1131.7768,200,82.31104,771.666,53.502176,B,631,FA7X,2 pilots and between 8-12 passenger in normal configuration. It can hold up to 19 passengers.,The Falcon 7X is developed from the Falcon 900. It flies further. faster and has a higher MTOM.,,26.21,23.19,7.8,2x Pratt &amp; Whitney Canada PW307A delivering 6402 lbf (28.5kN) of thrust,19,C,15.4332,7.71666,3,,1.028888,1.028888
G115,65,250,L,Light,990,1000,95,NaN,100,NaN,100,NaN,,130,NaN,FL170,600,,,130,257.222,130,NaN,257.222,30.86664,A,200,G115,One pilot and one passenger.,Basic and aerobatic trainer. In service since 1986.  Glass fibre plastic aircraft. Built in many versions. G-115 Bavarian for a US flying club. Improved G-115T (ICAO-Designator: G15T) was developed primarily for the USAF. Production ceased for the first time in 1990 but re-opened with improved models in 1992. Current models G-115C and G-115D. Used in large numbers by RAF/NAVY as basic trainer under the name Tutor T.MK.I.  G-115A: length 7.36 m MTOW 850 kg.,GROB G-115A/B/C/D.Bavarian (Heron. Tutor)<br />Heron,10,7.59,2.8,A: 1 x 115 HP Lycoming O-235-H2C piston engine with 2 blade propeller. D: 1 x 180 HP Lycoming AEIO-360 piston engine with 2 blade propeller.,0,A,15.4332,7.71666,3,,1.028888,1.028888
G150,115,1524,M,Light,11839,3300,220,1440.4432,300,1286.11,300,1028.888,0.79,460,0.4115552,FL450,3000,0.8,2600,240,1234.6656,200,92.59992,771.666,66.87772,C,878,G150,2 crew and between 6 and 8 passengers.,The G150 is a development from the G100. The G150 had it&#39;s first flight on the 3rd May 2005.&#13;&#10;The aircraft has received steep approach certification.,,16.94,17.3,5.82,2x Honeywell TFE731-40AR (19.7kN),8,B,15.4332,7.71666,3,,1.028888,1.028888
G222,115,700,M,Lower,31800,1600,145,514.444,200,514.444,200,NaN,,240,0.21092204,FL250,2500,,,270,771.666,220,NaN,771.666,61.73328,B,900,G222,3 crew. &#13;&#10;2 pilots &amp; 1 Loadmaster,The first prototype flew in 1970. After successfull testing the first aircraft entered service in 1978.,FIAT G-222,28.7,22.7,9.8,2x General Electric T64-GE-P4D turboprop (3400 Shp),0,C,15.4332,7.71666,3,,1.028888,1.028888
G280,135,1448,M,No,17962,5500,230,1800.554,280,1286.11,280,1543.332,0.83,472,0.42698852,FL450,3600,0.83,2800,250,1080.3324,230,97.74436,925.9992,68.935496,C,950,G280,2 pilots and between 8-10 passengers.,Initially know as the G250. but was renamed to the G280. as it is a more &quot;amenable number sequence in certain cultures&quot; according to Gulfstream senior VP marketing &amp; sales Larry Flynn.&#13;&#10;The aircraft had it&#39;s first flight on 11. December 2009 and received full certification from Israel and United States on 4. September 2012.,,19.2,20.37,6.5,2x Honeywell HTF7250G (7445lb /33kN),8,B,15.4332,7.71666,3,,1.028888,1.028888
G3,,230,L,Light,472,950,45,NaN,,NaN,,NaN,,105,NaN,FL130,550,,,100,385.833,65,20.57776,257.222,28.29442,A,200,G3,1 pilot &amp; 1 passenger,no data,,9.8,6.5,2.3,Rotax 912 / Rotax 912 ULS with a 2 bladed wood propellor (G3-80/100hp) or 2 bladed variable pitch propellor.,1,A,15.4332,7.71666,3,,1.028888,1.028888
GALX,125,1800,M,Lower,15808,3500,155,1543.332,290,1543.332,290,1028.888,0.72,470,0.41669964,FL450,3300,0.72,1000,290,2057.776,250,NaN,771.666,66.87772,C,1050,GALX,Flightcrew of two and 8 passengers in executive configuration. Seats up to 18 in high density configuration.,Mid-size corporate jet. In service since 2000.  IAIs new mid-size corporate jet development based on the IAI 1125 ASTRA SP. with wide-body fuselage and EFIS cockpit. Coproduction with YAKOVLEV marked by IAIs subsidiary Galaxy Aerospace.,Galaxy (1126),17.7,19,6.5,2 x 25.4 kN P&amp;W PW306A-5 turbofans.,8,B,15.4332,7.71666,3,,1.028888,1.028888
GL5T,150,1689,M,Lower,41957,3000,300,1543.332,300,1286.11,300,1028.888,0.84,485,0.4372774,FL510,5200,0.85,1500,250,1183.2212,210,97.74436,823.1104,62.762168,C,814,GL5T,2 Pilots and between 8 and 19 passengers.,The Global 5000 is slightly shorter (81 cm) than the original Global Express (GLEX). It has a shorter range than the GLEX.,,28.65,29.5,7.7,2 × Rolls-Royce BR710A2-20 turbofans. 14.750 lbf (65.6 kN) each,19,C,15.4332,7.71666,3,,1.028888,1.028888
GLEX,120,1870,M,Lower,44500,4000,150,1543.332,300,1543.332,300,771.666,0.75,490,0.4372774,FL510,6300,0.83,1500,300,1028.888,250,NaN,771.666,64.3055,C,814,GLEX,Flightcrew of two and typical 8 passengers in corporate. up to 18 in commuter configuration.,Ultra long  range. high speed corporate jet. In service since 1999.  Ultra long range corporate development of CANADAIR Regional Jet airliner. with same fuselage. new wings. new swept T-tail and six screen EFIS cockpit.,BOMBARDIER BD-700 Global Express,28.6,30.3,7.6,2 x 65.3 kN R-R BR710-48-C2 turbofans.,8,C,15.4332,7.71666,3,,1.028888,1.028888
GLF3,145,1800,M,Lower,31620,4000,175,1543.332,300,1028.888,300,771.666,0.75,450,0.41669964,FL450,4300,0.75,1000,300,1286.11,250,92.59992,771.666,69.44994,C,1000,GLF3,Flightcrew of two and typical 10 passengers. up to 21 in high density configuration.,Long range corporate jet. In service since 1980.  Improved development of G-1159 Gulfstream 2 with a revised wing. larger wing span. stretched fuselage and winglets. Production changed to G-1159C Gulfsream 4 in 1986.  Mil. types: C-20A to E.,,23.7,25.3,7.5,2 x 50.7 kN R-R Spey Mk 511-8 turbofans.,10,B,15.4332,7.71666,3,,1.028888,1.028888
GLF4,145,1600,M,Lower,33200,4000,175,1543.332,300,1286.11,300,1028.888,0.75,450,0.4115552,FL450,4600,0.75,1000,300,1286.11,250,92.59992,771.666,72.02216,C,1000,GLF4,Flightcrew of two and typical 14 passengers. up to 26 pax in high density configuration.,Long range corporate jet. In service since 1987 (4SP since 1992).  Significantly improved. larger and advanced development of G-1159A Gulfstream 3 with larger TAY turbofans. Gulfstream 4SP (special performance) with higher winglets and improved range performance. replaced the Gulfstream 4 from Sept. 1992. Mil. version SRA-4 for maritime patrol and electronic surveillance. Gulfstream 4SP: MTOW 33840 kg. US mil. Types: C-20F to H,GULFSTREAM SRA-4,23.7,26.9,7.4,2 x 61.6 kN Rolls-Royce Tay Mk 611-8 turbofans.,14,B,15.4332,7.71666,3,,1.028888,1.028888
GLF5,145,1570,M,Lower,41136,4000,175,1543.332,300,1286.11,300,1028.888,0.75,480,0.4372774,FL510,5800,0.75,1000,290,1286.11,250,92.59992,771.666,72.02216,C,884,GLF5,Flightcrew of two and typical 8 passengers. up to 19 in high density configuration.,Ultra long range business jet. In service since 1998.  Stretched ultra long range version of Gulfstream 4 with stretched cabin. larger tail surfaces and new R-R Germany BR700 engines. US mil. type C-37A for VIP transport.,Gulfstream G500,28.5,29.4,7.9,2 x 65.3 kN Rolls-Royce BR710A1-10 turbofans.,8,C,15.4332,7.71666,3,,1.028888,1.028888
H25A,124,1247,M,Light,10568,3700,140,1286.11,290,1131.7768,290,771.666,0.69,400,0.3601108,FL410,1680,0.7,1000,250,1131.7768,210,102.8888,771.666,64.3055,C,310,H25A,2 pilots. standard layout for 7 passengers. however alternative layouts will&#13;&#10;Allow accommodation of up to 12 passengers.&#13;&#10;,The first HS125 first flew on the 13th of August 1962. with deliveries starting end 1964. By mid 1969 a total of 201 HS125 had been sold.&#13;&#10;It was designed to meet the requirement for a fast. yet economical private aircraft.&#13;&#10;It was also very suitable for the military. who has utilised the aircraft as an ambulance aircraft. troop carrier. trainer aircraft. and photographic survey.&#13;&#10;It has been designed to operate from unpaved runways without any modifications done to it.,,14.33,14.45,5.03,2x Rolls-Royce Bristol Viper 522  3330lb turbojet engines.,7,A,15.4332,7.71666,3,,1.028888,1.028888
H25B,125,1700,M,Light,12700,2000,155,771.666,290,771.666,290,514.444,0.7,400,0.385833,FL410,2190,0.7,1000,290,1286.11,230,97.74436,771.666,64.3055,C,900,H25,Flightcrew of two typical 8 passengers in corporate. up to 14 in high density configuration.,Twin turbofan executive jet. In service since 1977 (800 since 1984).  Recent version of the worlds longest running corporate-jet program (DH-125. HS-125. BAe-125-700. BAe-125-800). US-Mil. type: C-29.  The original Bae 125-800 type has been improved and sold to RAYTHEON. USA. now designated Hawker 800 (new developments: Hawker 850SP. 850XP). Over 1000 aircraft were built in all versions.,,16.6,15.6,5.5,700: 2 x 16.6kN Garrett TFE 731-3-RH turbofans. 800: 2 x 20.7kN Garrett TFE 731-5BR-1H turbofans.,8,B,15.4332,7.71666,3,,1.028888,1.028888
H25C,125,1900,M,Light,14060,3500,155,1286.11,290,1028.888,290,771.666,0.72,450,0.39097744,FL430,3100,0.72,1000,290,2057.776,250,113.17768,771.666,67.906608,C,889,H25,Flightcrew of two and typical 8 passengers in corporate. up to 15 in high density configuration.,Long range corporate jet. In service since 1991.  Largest member of HS/BAe-125 family. Stretched fuselage development of Hawker 800 with seven cabin windows per side. optimized for long range intercontinental operation. The BAe 125-1000 aircraft has been taken over and is partly built by RAYTHEON. USA. Production ceased in 1997 after 52 aircraft were built. Will be replaced by Hawker 4000 Horizon. ,British Aerospace BAe-125-1000<br />RAYTHEON Hawker 1000,15.7,16.4,5.2,2 x 23.13kN PWC PW 305 turbofans.,8,B,15.4332,7.71666,3,,1.028888,1.028888
H47,,,M,Lower,22668,1500,90,514.444,110,514.444,110,NaN,,130,NaN,FL200,329,,,140,668.7772,110,NaN,514.444,30.86664,A,,H47,3 crew and 33-55 troops or 24 stretchers and 3 medics or 12700kg of cargo.,The first model which was named Vertol YCH-1B made its first flight in September 1961. The year after it was redesignated CH-47A.&#13;&#10;The CH-47F which is the latest version features. amongst other things. digitized flight controls and more powerful engines.&#13;&#10;The CH-47F is able to have the range extended by in-flight refuelling.&#13;&#10;The first CH-47F production model first flew in October 2006. &#13;&#10;Over 1179 Chinooks are operational worldwide.,,18.29,15.9,5.7,2 Honeywell 55-GA-714A FADEC engines. 4.733 shp (3.529 kW),33,B,15.4332,7.71666,3,,1.028888,1.028888
H60,,,M,Light,10660,1300,75,411.5552,100,411.5552,100,NaN,,150,NaN,FL190,1200,,,150,514.444,70,NaN,514.444,25.7222,A,,H60,2 pilots and 2 crew (gunners). 11 troops or 6 stretchers or 4100kg external load.,The first UH60 prototype first flew in October 1974. It entered service with the US Army in June 1979.&#13;&#10;The UH-60 has a combat range of around 320NM,,16.36,19.76,5.13,2 × General Electric T700-GE-701C turboshaft. 1.890 hp (1.410 kW) each,11,B,15.4332,7.71666,3,,1.028888,1.028888
